model,module,inherited_model,inherited_module
res.config.settings,l10n_be_hr_payroll_fleet,res.config.settings,base
hr.contract,l10n_be_hr_payroll_impulsion,hr.contract,hr_contract
hr.payslip,l10n_be_hr_payroll_impulsion,hr.payslip,hr_payroll
hr.contract,l10n_be_hr_payroll_impulsion,hr.contract,hr_contract
hr.payslip,l10n_be_hr_payroll_impulsion,hr.payslip,hr_payroll
hr.contract,l10n_be_hr_payroll_posted_employee,hr.contract,hr_contract
hr.contract,l10n_be_hr_payroll_posted_employee,hr.contract,hr_contract
hr.payslip,l10n_be_hr_payroll_proration,hr.payslip,hr_payroll
hr.work.entry.type,l10n_be_hr_payroll_proration,hr.work.entry.type,hr_work_entry
hr.payslip,l10n_be_hr_payroll_proration,hr.payslip,hr_payroll
hr.work.entry.type,l10n_be_hr_payroll_proration,hr.work.entry.type,hr_work_entry
account.chart.template,l10n_be_hr_payroll_variable_revenue,account.chart.template,account
hr.payslip,l10n_be_hr_payroll_variable_revenue,hr.payslip,hr_payroll
hr.payslip.worked_days,l10n_be_hr_payroll_variable_revenue,hr.payslip.worked_days,hr_payroll
hr.payslip.employees,l10n_be_hr_payroll_variable_revenue,hr.payslip.employees,hr_payroll
account.chart.template,l10n_be_hr_payroll_variable_revenue,account.chart.template,account
hr.payslip,l10n_be_hr_payroll_variable_revenue,hr.payslip,hr_payroll
hr.payslip.worked_days,l10n_be_hr_payroll_variable_revenue,hr.payslip.worked_days,hr_payroll
hr.payslip.employees,l10n_be_hr_payroll_variable_revenue,hr.payslip.employees,hr_payroll
account.intrastat.report,l10n_be_intrastat,account.intrastat.report,account_intrastat
res.config.settings,l10n_be_intrastat,res.config.settings,base
account.intrastat.report,l10n_be_intrastat,account.intrastat.report,account_intrastat
res.config.settings,l10n_be_intrastat,res.config.settings,base
mail.activity,l10n_be_reports,mail.activity,mail
account.generic.tax.report,l10n_be_reports,account.generic.tax.report,account_reports
account.report,l10n_be_reports,account.report,account_reports
account.tax.report,l10n_be_reports,account.tax.report,account
account.report,l10n_be_reports,account.report,account_reports
res.partner,l10n_be_reports,res.partner,test_access_rights
account_reports.export.wizard,l10n_be_reports,account_reports.export.wizard,account_reports
account_reports.export.wizard.format,l10n_be_reports,account_reports.export.wizard.format,account_reports
mail.activity,l10n_be_reports,mail.activity,mail
account.generic.tax.report,l10n_be_reports,account.generic.tax.report,account_reports
account.report,l10n_be_reports,account.report,account_reports
account.tax.report,l10n_be_reports,account.tax.report,account
account.report,l10n_be_reports,account.report,account_reports
res.partner,l10n_be_reports,res.partner,test_access_rights
account_reports.export.wizard,l10n_be_reports,account_reports.export.wizard,account_reports
account_reports.export.wizard.format,l10n_be_reports,account_reports.export.wizard.format,account_reports
sale.order.line,l10n_be_sale_intrastat,sale.order.line,sale
sale.order.line,l10n_be_sale_intrastat,sale.order.line,sale
res.company,l10n_ca_check_printing,res.company,hr_rfid
account.payment,l10n_ca_check_printing,account.payment,account
res.company,l10n_ca_check_printing,res.company,hr_rfid
account.payment,l10n_ca_check_printing,account.payment,account
account.journal,l10n_cl_edi,account.journal,account
account.move.line,l10n_cl_edi,account.move.line,account
ir.attachment,l10n_cl_edi,ir.attachment,base
l10n_latam.document.type,l10n_cl_edi,l10n_latam.document.type,l10n_latam_invoice_document
account.payment.term,l10n_cl_edi,account.payment.term,account
res.company,l10n_cl_edi,res.company,hr_rfid
res.config.settings,l10n_cl_edi,res.config.settings,base
res.partner,l10n_cl_edi,res.partner,test_access_rights
account.move.reversal,l10n_cl_edi,account.move.reversal,account
account.journal,l10n_cl_edi,account.journal,account
account.move.line,l10n_cl_edi,account.move.line,account
ir.attachment,l10n_cl_edi,ir.attachment,base
l10n_latam.document.type,l10n_cl_edi,l10n_latam.document.type,l10n_latam_invoice_document
account.payment.term,l10n_cl_edi,account.payment.term,account
res.company,l10n_cl_edi,res.company,hr_rfid
res.config.settings,l10n_cl_edi,res.config.settings,base
res.partner,l10n_cl_edi,res.partner,test_access_rights
account.move.reversal,l10n_cl_edi,account.move.reversal,account
account.move,l10n_cl_edi_boletas,account.move,printnode_base
l10n_cl.certificate,l10n_cl_edi_boletas,l10n_cl.certificate,l10n_cl_edi
l10n_cl.edi.util,l10n_cl_edi_boletas,l10n_cl.edi.util,l10n_cl_edi
account.move,l10n_cl_edi_boletas,account.move,printnode_base
l10n_cl.certificate,l10n_cl_edi_boletas,l10n_cl.certificate,l10n_cl_edi
l10n_cl.edi.util,l10n_cl_edi_boletas,l10n_cl.edi.util,l10n_cl_edi
account.move,l10n_cl_edi_stock,account.move,printnode_base
l10n_latam.document.type,l10n_cl_edi_stock,l10n_latam.document.type,l10n_latam_invoice_document
res.partner,l10n_cl_edi_stock,res.partner,test_access_rights
account.move,l10n_cl_edi_stock,account.move,printnode_base
l10n_latam.document.type,l10n_cl_edi_stock,l10n_latam.document.type,l10n_latam_invoice_document
res.partner,l10n_cl_edi_stock,res.partner,test_access_rights
res.company,l10n_cl_reports,res.company,hr_rfid
res.config.settings,l10n_cl_reports,res.config.settings,base
res.company,l10n_cl_reports,res.company,hr_rfid
res.config.settings,l10n_cl_reports,res.config.settings,base
account.move,l10n_co_edi,account.move,printnode_base
account.move.line,l10n_co_edi,account.move.line,account
account.journal,l10n_co_edi,account.journal,account
account.tax,l10n_co_edi,account.tax,l10n_it_edi
account.tax.template,l10n_co_edi,account.tax.template,l10n_es_edi_sii
product.template,l10n_co_edi,product.template,printnode_base
uom.uom,l10n_co_edi,uom.uom,uom
res.city,l10n_co_edi,res.city,base_address_city
res.company,l10n_co_edi,res.company,hr_rfid
res.config.settings,l10n_co_edi,res.config.settings,base
res.country.state,l10n_co_edi,res.country.state,base
res.partner,l10n_co_edi,res.partner,test_access_rights
account.debit.note,l10n_co_edi,account.debit.note,account_debit_note
account.move.reversal,l10n_co_edi,account.move.reversal,account
account.move,l10n_co_edi,account.move,printnode_base
account.move.line,l10n_co_edi,account.move.line,account
account.journal,l10n_co_edi,account.journal,account
account.tax,l10n_co_edi,account.tax,l10n_it_edi
account.tax.template,l10n_co_edi,account.tax.template,l10n_es_edi_sii
product.template,l10n_co_edi,product.template,printnode_base
uom.uom,l10n_co_edi,uom.uom,uom
res.city,l10n_co_edi,res.city,base_address_city
res.company,l10n_co_edi,res.company,hr_rfid
res.config.settings,l10n_co_edi,res.config.settings,base
res.country.state,l10n_co_edi,res.country.state,base
res.partner,l10n_co_edi,res.partner,test_access_rights
account.debit.note,l10n_co_edi,account.debit.note,account_debit_note
account.move.reversal,l10n_co_edi,account.move.reversal,account
pos.config,l10n_de_pos_cert,pos.config,point_of_sale
pos.order,l10n_de_pos_cert,pos.order,point_of_sale
pos.session,l10n_de_pos_cert,pos.session,point_of_sale
res.company,l10n_de_pos_cert,res.company,hr_rfid
pos.make.payment,l10n_de_pos_cert,pos.make.payment,point_of_sale
pos.config,l10n_de_pos_cert,pos.config,point_of_sale
pos.order,l10n_de_pos_cert,pos.order,point_of_sale
pos.session,l10n_de_pos_cert,pos.session,point_of_sale
res.company,l10n_de_pos_cert,res.company,hr_rfid
pos.make.payment,l10n_de_pos_cert,pos.make.payment,point_of_sale
pos.order,l10n_de_pos_res_cert,pos.order,point_of_sale
pos.order,l10n_de_pos_res_cert,pos.order,point_of_sale
account.journal,l10n_de_reports,account.journal,account
account.chart.template,l10n_de_reports,account.chart.template,account
account.generic.tax.report,l10n_de_reports,account.generic.tax.report,account_reports
res.company,l10n_de_reports,res.company,hr_rfid
res.partner,l10n_de_reports,res.partner,test_access_rights
account.move,l10n_de_reports,account.move,printnode_base
account.general.ledger,l10n_de_reports,account.general.ledger,account_reports
account.coa.report,l10n_de_reports,account.coa.report,account_reports
account.journal,l10n_de_reports,account.journal,account
account.chart.template,l10n_de_reports,account.chart.template,account
account.generic.tax.report,l10n_de_reports,account.generic.tax.report,account_reports
res.company,l10n_de_reports,res.company,hr_rfid
res.partner,l10n_de_reports,res.partner,test_access_rights
account.move,l10n_de_reports,account.move,printnode_base
account.general.ledger,l10n_de_reports,account.general.ledger,account_reports
account.coa.report,l10n_de_reports,account.coa.report,account_reports
account.financial.html.report,l10n_es_real_estates,account.financial.html.report,account_reports
account.move,l10n_es_real_estates,account.move,printnode_base
account.move.line,l10n_es_real_estates,account.move.line,account
l10n_es_reports.aeat.boe.mod347.export.wizard,l10n_es_real_estates,l10n_es_reports.aeat.boe.mod347.export.wizard,l10n_es_reports
account.financial.html.report,l10n_es_real_estates,account.financial.html.report,account_reports
account.move,l10n_es_real_estates,account.move,printnode_base
account.move.line,l10n_es_real_estates,account.move.line,account
l10n_es_reports.aeat.boe.mod347.export.wizard,l10n_es_real_estates,l10n_es_reports.aeat.boe.mod347.export.wizard,l10n_es_reports
account.financial.html.report.line,l10n_es_reports,account.financial.html.report.line,account_reports
account.move,l10n_es_reports,account.move,printnode_base
account.financial.html.report,l10n_es_reports,account.financial.html.report,account_reports
res.company,l10n_es_reports,res.company,hr_rfid
account_reports.export.wizard,l10n_es_reports,account_reports.export.wizard,account_reports
account_reports.export.wizard.format,l10n_es_reports,account_reports.export.wizard.format,account_reports
account.financial.html.report.line,l10n_es_reports,account.financial.html.report.line,account_reports
account.move,l10n_es_reports,account.move,printnode_base
account.financial.html.report,l10n_es_reports,account.financial.html.report,account_reports
res.company,l10n_es_reports,res.company,hr_rfid
account_reports.export.wizard,l10n_es_reports,account_reports.export.wizard,account_reports
account_reports.export.wizard.format,l10n_es_reports,account_reports.export.wizard.format,account_reports
l10n_es_reports.aeat.boe.mod303.export.wizard,l10n_es_reports_2021,l10n_es_reports.aeat.boe.mod303.export.wizard,l10n_es_reports
l10n_es_reports.mod303.wizard,l10n_es_reports_2021,l10n_es_reports.mod303.wizard,l10n_es_reports
l10n_es_reports.aeat.boe.mod303.export.wizard,l10n_es_reports_2021,l10n_es_reports.aeat.boe.mod303.export.wizard,l10n_es_reports
l10n_es_reports.mod303.wizard,l10n_es_reports_2021,l10n_es_reports.mod303.wizard,l10n_es_reports
res.company,l10n_fr_hr_payroll,res.company,hr_rfid
hr.contract,l10n_fr_hr_payroll,hr.contract,hr_contract
hr.payslip,l10n_fr_hr_payroll,hr.payslip,hr_payroll
res.config.settings,l10n_fr_hr_payroll,res.config.settings,base
res.company,l10n_fr_hr_payroll,res.company,hr_rfid
hr.contract,l10n_fr_hr_payroll,hr.contract,hr_contract
hr.payslip,l10n_fr_hr_payroll,hr.payslip,hr_payroll
res.config.settings,l10n_fr_hr_payroll,res.config.settings,base
hr.contract,l10n_in_hr_payroll,hr.contract,hr_contract
hr.payslip.run,l10n_in_hr_payroll,hr.payslip.run,hr_payroll
hr.payslip,l10n_in_hr_payroll,hr.payslip,hr_payroll
res.company,l10n_in_hr_payroll,res.company,hr_rfid
hr.contract,l10n_in_hr_payroll,hr.contract,hr_contract
hr.payslip.run,l10n_in_hr_payroll,hr.payslip.run,hr_payroll
hr.payslip,l10n_in_hr_payroll,hr.payslip,hr_payroll
res.company,l10n_in_hr_payroll,res.company,hr_rfid
account.generic.tax.report,l10n_in_reports,account.generic.tax.report,account_reports
account.generic.tax.report,l10n_in_reports,account.generic.tax.report,account_reports
account.move,l10n_it_reports,account.move,printnode_base
account.move,l10n_it_reports,account.move,printnode_base
account.financial.html.report,l10n_lu_reports_electronic,account.financial.html.report,account_reports
account.generic.tax.report,l10n_lu_reports_electronic,account.generic.tax.report,account_reports
account.report,l10n_lu_reports_electronic,account.report,account_reports
ir.attachment,l10n_lu_reports_electronic,ir.attachment,base
res.company,l10n_lu_reports_electronic,res.company,hr_rfid
account.financial.html.report,l10n_lu_reports_electronic,account.financial.html.report,account_reports
account.generic.tax.report,l10n_lu_reports_electronic,account.generic.tax.report,account_reports
account.report,l10n_lu_reports_electronic,account.report,account_reports
ir.attachment,l10n_lu_reports_electronic,ir.attachment,base
res.company,l10n_lu_reports_electronic,res.company,hr_rfid
account.assets.report,l10n_lu_reports_electronic_xml_2_0,account.assets.report,account_asset
account.coa.report,l10n_lu_reports_electronic_xml_2_0,account.coa.report,account_reports
account.financial.html.report,l10n_lu_reports_electronic_xml_2_0,account.financial.html.report,account_reports
account.generic.tax.report,l10n_lu_reports_electronic_xml_2_0,account.generic.tax.report,account_reports
l10n.lu.report.partner.vat.intra,l10n_lu_reports_electronic_xml_2_0,l10n.lu.report.partner.vat.intra,l10n_lu_reports_electronic
ir.attachment,l10n_lu_reports_electronic_xml_2_0,ir.attachment,base
res.company,l10n_lu_reports_electronic_xml_2_0,res.company,hr_rfid
account.assets.report,l10n_lu_reports_electronic_xml_2_0,account.assets.report,account_asset
account.coa.report,l10n_lu_reports_electronic_xml_2_0,account.coa.report,account_reports
account.financial.html.report,l10n_lu_reports_electronic_xml_2_0,account.financial.html.report,account_reports
account.generic.tax.report,l10n_lu_reports_electronic_xml_2_0,account.generic.tax.report,account_reports
l10n.lu.report.partner.vat.intra,l10n_lu_reports_electronic_xml_2_0,l10n.lu.report.partner.vat.intra,l10n_lu_reports_electronic
ir.attachment,l10n_lu_reports_electronic_xml_2_0,ir.attachment,base
res.company,l10n_lu_reports_electronic_xml_2_0,res.company,hr_rfid
account.general.ledger,l10n_lu_saft,account.general.ledger,account_reports
ir.attachment,l10n_lu_saft,ir.attachment,base
account.general.ledger,l10n_lu_saft,account.general.ledger,account_reports
ir.attachment,l10n_lu_saft,ir.attachment,base
account.bank.statement.line,l10n_mx_edi,account.bank.statement.line,account
account.edi.format,l10n_mx_edi,account.edi.format,account_edi
account.journal,l10n_mx_edi,account.journal,account
account.move,l10n_mx_edi,account.move,printnode_base
account.payment,l10n_mx_edi,account.payment,account
account.payment.register,l10n_mx_edi,account.payment.register,account
ir.ui.view,l10n_mx_edi,ir.ui.view,base
